term1,term2,score
gentamicin,amoxicillin,0.7894736842105263
arabia,zimbabwe,0.7894736842105263
forest,desert,0.7894736842105263
host-microbe,commensalism,0.7894736842105263
pigeon,finch,0.7894736842105263
parrot,finch,0.7894736842105263
monkey,tamarin,0.7894736842105263
age-dependent,age-matched,0.7894736842105263
goto-kakizaki,kakizaki,0.7894736842105263
hiv,tuberculosis,0.7872340425531915
microbiota-dependent,microbiome-derived,0.7872340425531915
rectum,recto-anal,0.7872340425531915
weight-loss,obesity,0.7872340425531915
animal,beagle,0.7872340425531915
men,male,0.7872340425531915
gastroenteritis,cystitis,0.7872340425531915
cebus,chimpanzee,0.7872340425531915
pig,calf,0.7872340425531915
cystic fibrosis,emphysema,0.7872340425531915
bifidophages,bifidogenic,0.7872340425531915
gastritis,cystitis,0.7872340425531915
microbiota-dependent,microbiota-based,0.7872340425531915
norvegicus,wistar-kyoto,0.7872340425531915
hyperlipidemia,cholesterol,0.7872340425531915
hematopoietic,lymphocyte,0.7872340425531915
microbiota-based,xenomicrobiota,0.7872340425531915
leukemia,cancer,0.7872340425531915
primate,rhesus,0.7872340425531915
faecalibacteria,microbiome-based,0.7872340425531915
boy,baby,0.7872340425531915
diarrhoea,gastroenteritis,0.7857142857142857
tumour,cancer,0.7857142857142857
forest,prairie,0.7857142857142857
cranberry,berry,0.7857142857142857
lard,ham,0.7857142857142857
lizard,monkey,0.7857142857142857
vulva,cervico-vaginal,0.7857142857142857
tuberculosis,leishmaniasis,0.7857142857142857
insulin,hormones,0.7857142857142857
fox,squirrels,0.7857142857142857
glycemic,glucose,0.7857142857142857
soil,grassland,0.7857142857142857
atherosclerosis,hypertension,0.7846153846153846
animal,mammal,0.7846153846153846
girl,baby,0.7837837837837838
hepatitis,leishmaniasis,0.7837837837837838
metegenome,metagenoma,0.7837837837837838
spondyloarthritis,spondylitis,0.7837837837837838
duodenum,gastro-intestine,0.7837837837837838
low grain,gluten,0.7837837837837838
snake,bat,0.7837837837837838
platelet,capillary,0.7837837837837838
kuwait,colombia,0.7837837837837838
alzheimer,parkinsons,0.7837837837837838
seizure,stroke,0.7837837837837838
rat,beagle,0.782608695652174
neuropathy,fibrosis,0.782608695652174
pine,wood,0.782608695652174
germfree,gnotobiotic,0.782608695652174
jackal,cheetah,0.782608695652174
strepto,streptomycin,0.782608695652174
bean,grain,0.782608695652174
immunoglobulin,immunotherapy,0.782608695652174
bean,seed,0.782608695652174
insect,termite,0.782608695652174
lipoprotein,cholesterol,0.782608695652174
microbiota-dependent,microbiome-dependent,0.782608695652174
microbiota-associated,xenomicrobiota,0.782608695652174
consumption,calorie,0.782608695652174
high-fibre,diet,0.782608695652174
carcinogenesis,malignant,0.782608695652174
vole,mink,0.782608695652174
dysfunction,disorder,0.782608695652174
atorvastatin,liraglutide,0.782608695652174
snake,bear,0.782608695652174
plant-based,vegetarian,0.782608695652174
tetracycline antibiotic,cephalosporin,0.782608695652174
tanzania,thailand,0.782608695652174
shrubland,tree,0.782608695652174
microbiota-mediated,bifidobacteria,0.782608695652174
deep sea,marine,0.7818181818181819
parkinson,parkinsons,0.7818181818181819
anorexia nervosa,cachexia,0.7818181818181819
ampicilin,doxycycline,0.7818181818181819
genitalia,urogenital,0.7818181818181819
sciurus,squirrels,0.7818181818181819
mucosae,gastro-intestine,0.7818181818181819
microbiota-associated,dysbiosis,0.7818181818181819
hand,arm,0.7818181818181819
gut-microbiome,dysbiosis,0.7818181818181819
spondylitis,arthritis,0.7818181818181819
cecum,rectale,0.7818181818181819
leukemia,melanoma,0.7818181818181819
metronidazole,amoxicillin,0.7818181818181819
cat,chicken,0.7818181818181819
mycobiota,xenomicrobiota,0.7818181818181819
fructooligosaccharide,saccharide,0.7818181818181819
rectum,bladder,0.7818181818181819
withdrawal,deprivation,0.7818181818181819
glucan,polysaccharide,0.7818181818181819
atopy,allergy,0.7818181818181819
immunogenicity,immunocompromised,0.7818181818181819
head,forehead,0.7818181818181819
pre-diabetic,diabetes mellitus,0.7818181818181819
rat,rodent,0.7818181818181819
therapy,treatment,0.7808219178082192
saccharide,sugar,0.7808219178082192
polyomavirus,herpesvirus,0.7777777777777778
iron,heme,0.7777777777777778
lupus,sjogren,0.7777777777777778
rice,bran,0.7777777777777778
neonatal,newborns,0.7777777777777778
hot,warm,0.7777777777777778
antibiotic-treated,antibiotic-perturbed,0.7777777777777778
antibiotic-treated,neomycin-treated,0.7777777777777778
esophagus,gastro-intestine,0.7777777777777778
oxygen-induced,hyperoxia,0.7777777777777778
teat,suckling,0.7777777777777778
diarrhoea,reflux,0.7777777777777778
lymphoma,malignancy,0.7777777777777778
ampicilin,amoxicillin,0.7777777777777778
bird,eagle,0.7777777777777778
endothelium,epidermis,0.7777777777777778
bonobo,animal,0.7777777777777778
regarding,irrespective,0.7777777777777778
maize,corn-soybean,0.7777777777777778
lizard,bird,0.7777777777777778
gingiva,periodontium,0.7777777777777778
fibromyalgia,arthritis,0.7777777777777778
pylorus,duodenum,0.7777777777777778
cefoperazone,clindamycin,0.7777777777777778
colitis,gastroenteritis,0.7777777777777778
farm,sheep,0.7777777777777778
panda,rabbit,0.7777777777777778
leukemia,malignancy,0.7777777777777778
symbiosis,commensalism,0.7777777777777778
hepatitis,enteritis,0.7777777777777778
iguana,iguanas,0.7777777777777778
walnut,banana,0.7777777777777778
hfd-induced,dss-induced,0.7777777777777778
gallbladder,spleen,0.7777777777777778
leukemia,tuberculosis,0.7777777777777778
zinc,calcium,0.7777777777777778
branta,sparrow,0.7777777777777778
gerbil,rabbit,0.7777777777777778
zambia,kuwait,0.7777777777777778
meat,ham,0.7777777777777778
heligmosomoides,trichuris,0.7777777777777778
gorillas,leopard,0.7777777777777778
galactose,fucosyllactose,0.7777777777777778
sensitivity,susceptibility,0.7777777777777778
sarcopenia,osteoporosis,0.7777777777777778
plant,vegetable,0.7777777777777778
primate,tamarin,0.7777777777777778
uterus,pregnancy,0.7777777777777778
carcinoma,metastasis,0.7777777777777778
carcinoma,tuberculosis,0.7777777777777778
wolf,horse,0.7777777777777778
antimicrobial,antibiotic-associated,0.7777777777777778
malnutrition,nutrition-induced,0.7777777777777778
chemotherapy,cancer,0.7777777777777778
lactose,fucosyllactose,0.7777777777777778
canaries,capuchins,0.7777777777777778
microbiota-associated,microbiota-liver,0.7777777777777778
goat,piglets,0.7777777777777778
rifampicin,doxycycline,0.7777777777777778
arthritis,diabetes mellitus,0.7777777777777778
anti-bacterial,antibiotic-mediated,0.7777777777777778
gut-microbiome,gut-liver,0.7777777777777778
single-housed,co-housed,0.7777777777777778
starch,carbohydrate,0.7777777777777778
cephalosporin,cephalosporin-resistant,0.7777777777777778
stomach,antrum,0.7741935483870968
urinary system,kidney,0.7741935483870968
herb,leaf,0.7741935483870968
ham,chicken,0.7741935483870968
cheese,parmesan,0.7735849056603774
apodemus,microtus,0.7735849056603774
plant,herb,0.7735849056603774
midgut,intestine,0.7735849056603774
oil-enriched,oil,0.7735849056603774
alpha-mangostin,mangostin,0.7735849056603774
puppies,pup,0.7735849056603774
stone,rock,0.7735849056603774
myeloid,myeloid-derived,0.7735849056603774
whole-grain,high-fiber,0.7735849056603774
vulva,breast,0.7735849056603774
canaries,songbird,0.7735849056603774
farm,vineyard,0.7735849056603774
myeloid,macrophage,0.7727272727272727
malignant,metastasis,0.7727272727272727
lemurs,gorillas,0.7727272727272727
thailand,namibia,0.7727272727272727
human-vaginal,human-oral,0.7727272727272727
low fat,fat,0.7727272727272727
immunotherapy,immunity,0.7727272727272727
walnut,raspberry,0.7727272727272727
human-vaginal,cervix uteri,0.7727272727272727
immune-related,immunodeficiency,0.7727272727272727
bangladesh,zimbabwe,0.7727272727272727
epidermis,gingiva,0.7727272727272727
chimp,marmoset,0.7727272727272727
ampicilin,gentamicin,0.7727272727272727
mucosae,epidermis,0.7727272727272727
antibiotic-driven,antibiotic,0.7727272727272727
frog,bear,0.7727272727272727
forest,shrub,0.7727272727272727
pigeon,starling,0.7727272727272727
branta,bird,0.7727272727272727
multigenerational,intergenerational,0.7727272727272727
vegetarian,omnivore,0.7727272727272727
hematopoietic,myeloid,0.7727272727272727
epithelium,intraepithelial,0.7727272727272727
lizard,iguanas,0.7727272727272727
degradation,decay,0.7727272727272727
rat,dog,0.7727272727272727
plant,seed,0.7727272727272727
atherogenesis,ischemia,0.7727272727272727
forest,plantation,0.7714285714285715
neuropathy,thrombosis,0.7714285714285715
antimicrobial,anti-microbial,0.7714285714285715
bangkok,taichung,0.7714285714285715
endometrium,breast,0.7714285714285715
head,hand,0.7714285714285715
monkey,iguana,0.7714285714285715
cirrhosis,fibrosis,0.7714285714285715
adolescents,adolescent,0.7714285714285715
beta-lactam antibiotic,antibiotic (resistance),0.7714285714285715
dog,duck,0.7714285714285715
bangkok,shanghai,0.7714285714285715
colonbiome,gut-microbiome,0.7714285714285715
sows,animal,0.7714285714285715
koala,marmoset,0.7714285714285715
esophagus,abdomen,0.7714285714285715
atherosclerotic,hyperlipidemia,0.7704918032786885
koala,parrot,0.7704918032786885
immune-related,immunologic,0.7704918032786885
orchard,vineyard,0.7704918032786885
mictobiota,microbiome-wide,0.7704918032786885
antibiotic-perturbed,antibiotic-induced,0.7692307692307693
prediabetes,diabetogenic,0.7692307692307693
opioid,pain,0.7692307692307693
gutmicrobiota,microbiome-wide,0.7692307692307693
fibromyalgia,rheumatism,0.7692307692307693
fox,cheetah,0.7692307692307693
rabbit,mink,0.7692307692307693
young,weanling,0.7692307692307693
sweeteners,sugar,0.7692307692307693
regeneration,healing,0.7692307692307693
beagle,hamster,0.7692307692307693
spondyloarthritis,fibromyalgia,0.7692307692307693
urogenital tract,kidney,0.7692307692307693
gastrointestinal tract,gastro-intestine,0.7692307692307693
poultry,sheep,0.7692307692307693
lice,helminth,0.7692307692307693
spondylitis,rheumatism,0.7692307692307693
miicrobiota,microbiota-liver,0.7692307692307693
cherry,grape,0.7692307692307693
gut-derived,microbiome-dependent,0.7692307692307693
immunopathology,immunosurveillance,0.7692307692307693
hpv,herpesvirus,0.7674418604651163
bee,insect,0.7674418604651163
levofloxacin,ampicillin,0.7674418604651163
baby,weanling,0.7674418604651163
bile,stomach,0.7674418604651163
antibiotic (resistance),antibiotic-associated,0.7674418604651163
artery,coronary,0.7674418604651163
neutrophil,macrophage,0.7674418604651163
liver,pancreatitis,0.7674418604651163
fly,insect,0.7674418604651163
lipoprotein,phospholipid,0.7674418604651163
gynecologic,urogenital,0.7674418604651163
root,tree,0.7674418604651163
immune-related,immunity,0.7674418604651163
panda,bear,0.7674418604651163
piglets,cattle,0.7674418604651163
microbiome-derived,microbiome-wide,0.7674418604651163
endometrium,gynecologic,0.7674418604651163
iguana,rabbit,0.7674418604651163
endoscopy,endoscopic,0.7674418604651163
grass,daisy,0.7666666666666667
carbapenemase,beta-lactamase,0.7666666666666667
atherogenesis,ischemic,0.7666666666666667
orchard,barn,0.7666666666666667
anatomy,musculus,0.7666666666666667
rapeseed,soy,0.7666666666666667
gynecologic,ovarian,0.7666666666666667
toxoplasma,gondii,0.7647058823529411
microbiome-dependent,microbiotherapy,0.7647058823529411
flaxseed,soy,0.7647058823529411
nephropathy,neuropathy,0.7647058823529411
microbiota-liver,microbiota-based,0.7647058823529411
marine,krill,0.7647058823529411
glycans,mannose,0.7647058823529411
rural-type,village,0.7647058823529411
madagascar,botswana,0.7647058823529411
menstrual,progesterone,0.7647058823529411
lactose,lactulose,0.7647058823529411
woodrat,deer,0.7647058823529411
periodontium,dentine,0.7647058823529411
arthritis,cystitis,0.7647058823529411
sows,beagle,0.7647058823529411
immunologically,immunologic,0.7647058823529411
mammal,rabbit,0.7647058823529411
penicillin,cephalosporin,0.7647058823529411
eagle,bear,0.7647058823529411
bile,liver,0.7647058823529411
alzheimer,parkinson,0.7647058823529411
tropical,rainforest,0.7647058823529411
pig,ham,0.7647058823529411
dog,rabbit,0.7647058823529411
lizard,insect,0.7647058823529411
undernutrition,anorexia nervosa,0.7647058823529411
small-intestine,jejunum,0.7647058823529411
elizabeth,paula,0.7647058823529411
seasonal,seasonality,0.7647058823529411
zimbabwe,colombia,0.7647058823529411
beach,coral,0.7647058823529411
ghana,namibia,0.7647058823529411
macaque,lemurs,0.7647058823529411
fir,woodland,0.7647058823529411
radiation-induced,chemotherapy-induced,0.7647058823529411
microbiota-bile,gut-microbiota,0.7647058823529411
babies,newborns,0.7647058823529411
tanzania,namibia,0.7647058823529411
immunomodulation,immunologic,0.7647058823529411
hiv-positive,hiv,0.7647058823529411
macular,eye,0.7627118644067796
hormones,neurotransmitters,0.7627118644067796
glucan,glycans,0.7627118644067796
microbiota-induced,gut-microbiota,0.7627118644067796
interferon,cytokine,0.7627118644067796
rhinosinusitis,asthma,0.7627118644067796
cigarette,smoker,0.7627118644067796
flesh,meat,0.7627118644067796
platelet,blood,0.7627118644067796
fetus,placenta,0.7627118644067796
diet-dependent,diet-microbiome,0.7627118644067796
ciprofloxacin,ampicilin,0.7627118644067796
cat,parrot,0.7627118644067796
progesterone,hormone,0.7627118644067796
guinea pig,goat,0.7627118644067796
galactose,mannose,0.7627118644067796
microbiome-dependent,xenomicrobiota,0.7619047619047619
dss-induced,dss-treated,0.7619047619047619
cognitive,behavioral,0.7619047619047619
lizard,parrot,0.7619047619047619
pig,duck,0.7619047619047619
cebus,monkey,0.7619047619047619
lizard,podarcis,0.7619047619047619
pig,rabbit,0.7619047619047619
heathy,healthy,0.7619047619047619
gut-derived,gut-microbiome,0.7619047619047619
oryctolagus,tupaia,0.7619047619047619
bran,starch,0.7619047619047619
human-vaginal,human-associated,0.7619047619047619
cytokines,immunologic,0.7619047619047619
steatosis,liver,0.7619047619047619
liver,mitochondria,0.7619047619047619
maltitol,malt,0.7619047619047619
dorsum,dorsalis,0.7619047619047619
maximizing,minimizing,0.7619047619047619
catchment,river,0.7619047619047619
rat,deer mouse,0.7619047619047619
tumorigenesis,tumour,0.7619047619047619
schizophrenia,epilepsy,0.7619047619047619
clindamycin,ceftazidime,0.7619047619047619
microbiota-dependent,microbiota-host,0.7619047619047619
neoplasia,tumor,0.7619047619047619
parvovirus,herpesvirus,0.7619047619047619
high fat diet,high-carbohydrate,0.7619047619047619
oligosaccharide,mannose,0.7619047619047619
immunogenicity,immunosurveillance,0.76
neoplasia,adenocarcinoma,0.76
lymphoma,cancer,0.76
larva,pup,0.76
sporocarp,pericarp,0.76
galactose,galactooligosaccharide,0.76
tilapia,abalone,0.76
newborns,mother-infant,0.76
antibiotic-driven,antibiotic-resistance,0.76
myeloid,leukemia,0.76
microbiome-dependent,microbiota-associated,0.76
ship,airplane,0.76
ischemia,ischemic,0.76
regarding,importantly,0.76
dentition,periodontium,0.76
prawn,fish-associated,0.76
horse,duck,0.76
ischemia,hypertension,0.76
salmo,tilapia,0.76
host-microbe,microbiome-based,0.76
avocet,finch,0.76
glucosamine,calcium,0.76
ampicillin,carbapenemase,0.76
rat,wistar-kyoto,0.76
gutmicrobiota,colonbiome,0.76
mental,cognitive,0.76
immunologic,immunotherapy,0.76
beer,malt,0.76
tree,acorn,0.76
rice,grain,0.7586206896551724
cecum,midgut,0.7586206896551724
colonbiome,intestine,0.7586206896551724
immunization,immunomodulation,0.7586206896551724
sweetened,sugar,0.7586206896551724
glycosyltransferase,oligosaccharide,0.7586206896551724
squirrels,woodrat,0.7586206896551724
legume,whole-grain,0.7586206896551724
lowland,woodland,0.7586206896551724
autoimmunity,lupus,0.7586206896551724
antibiotic-induced,antibiotic-associated,0.7586206896551724
disease,periodontitis,0.7586206896551724
rectale,anus,0.7586206896551724
oil palm,plantation,0.7586206896551724
grass,wheat,0.7586206896551724
mesocricetus,cuniculus,0.7575757575757576
small-intestine,ileum,0.7575757575757576
spleen,pancreas,0.7575757575757576
inguinal,recto-anal,0.7575757575757576
hippocampus,hypothalamic,0.7575757575757576
poultry,sows,0.7575757575757576
galactooligosaccharide,fucosyllactose,0.7560975609756098
cebus,tupaia,0.7560975609756098
uterus,female,0.7560975609756098
heathy,wellness,0.7560975609756098
inflammation,pro-inflammatory,0.7560975609756098
antimalarial,streptomycin,0.7560975609756098
animal,deer mouse,0.7560975609756098
uterus,breast,0.7560975609756098
dairy food,dairy,0.7560975609756098
anterior,anterior nare,0.7560975609756098
amphotericin,fluconazole,0.7560975609756098
intestine,anus,0.7560975609756098
ischemia,injury,0.7560975609756098
waste,sewage,0.7560975609756098
cynomolgus,rhesus,0.7560975609756098
nasopharynx,trachea,0.7560975609756098
spondylitis,sclerosis,0.7560975609756098
tracheobronchial,trachea,0.7560975609756098
hyperuricemia,hypertension,0.7560975609756098
manganese,cadmium,0.7560975609756098
exacerbates,mitigates,0.7560975609756098
cefoperazone,rifampicin,0.7560975609756098
cervix uteri,ovarian,0.7560975609756098
ampicillin,antibiotic,0.7560975609756098
insectivore,cockroach,0.7560975609756098
periocular,forehead,0.7560975609756098
coral,algae,0.7560975609756098
non-malignant,malignant,0.7560975609756098
immunization,vaccination,0.7560975609756098
kefir,probiotic,0.7551020408163265
duck,parrot,0.7551020408163265
colitis,pancreatitis,0.7551020408163265
animal,animal-associated,0.7551020408163265
birthweight,birth,0.7551020408163265
dermatitis,mucositis,0.7551020408163265
post-natal,peripartum,0.7551020408163265
uterus,appendix,0.7551020408163265
mental,suffering,0.7551020408163265
snakehead,reptile,0.7551020408163265
beagle,finch,0.7551020408163265
cebus,capuchins,0.7551020408163265
neomycin,gentamicin-treated,0.7551020408163265
malnutrition,obesity-associated,0.7551020408163265
esophagus,foregut,0.7551020408163265
cardio,coronary,0.7551020408163265
chondroitin,glucosamine,0.7551020408163265
saliva,tongue,0.7551020408163265
faecalibacteria,microbiome-derived,0.7551020408163265
immunization,immunologically,0.7551020408163265
wolf,bonobo,0.7551020408163265
ileum,gastro-intestine,0.7551020408163265
carbapenemase,carbapenemase-producing,0.7551020408163265
legume,flaxseed,0.7551020408163265
metagenome-assembled,metagenoma,0.7551020408163265
evergreen,pine,0.7551020408163265
wolf,whale,0.7551020408163265
pet,cat,0.7551020408163265
myocardial,cardiac,0.7551020408163265
hirundo,avocet,0.7551020408163265
fructooligosaccharide,fucosyllactose,0.7543859649122807
tanzania,bangladesh,0.7543859649122807
beach,sea,0.7543859649122807
tokyo,melbourne,0.7543859649122807
hepatitis,tuberculosis,0.7543859649122807
wheat,bran,0.7543859649122807
healthspan,immunity,0.7538461538461538
plant,grassland,0.7538461538461538
mycobiota,microbiota-liver,0.75
insulin,anti-diabetic,0.75
tokyo,stockholm,0.75
nematode,trichuris,0.75
rectum,vagina,0.75
saliva,sebum,0.75
ferret,rabbit,0.75
rural,arable soil,0.75
forest,pine,0.75
animal,reptile,0.75
wheat,vegetable,0.75
carbapenemase-producing,beta-lactamase,0.75
bangladesh,bangladeshi,0.75
wound,incision,0.75
orbicularis,orbiculata,0.75
immunogenicity,immune-related,0.75
gluten-free,whole-grain,0.75
saliva,mouth,0.75
ceftriaxone,fidaxomicin,0.75
wheat,starch,0.75
calcium carbonate,calcium,0.75
atherosclerotic,inflammation,0.75
microbiome-wide,xenomicrobiota,0.75
woodland,arbor,0.75
microbiota-liver,gut-microbiome,0.75
immunosurveillance,immune-mediated,0.75
bifidogenic,probiotic,0.75
bird,songbird,0.75
flaxseed,berry,0.75
allogeneic,syngenic,0.75
fructooligosaccharide,fructo-oligosaccharides,0.75
cherry,banana,0.75
stream,watercourse,0.75
dysfunction,disease,0.75
non-malignant,benign,0.75
beetle,termite,0.75
clindamycin,cephalosporin,0.75
lemur,chimpanzee,0.75
transplant,transplantation,0.75
woman,female,0.75
dairy food,gluten,0.75
host-microbe,microbiota-triggered,0.75
infant,mother-child,0.75
heligmosomoides,helminth,0.75
immunopathology,immunotherapy,0.75
gut-microbiota,microbiome-derived,0.75
ventilator,ventilator-associated,0.75
piglets,mink,0.75
glycemic,anti-diabetic,0.75
bifidobacteria,microbiota-triggered,0.75
rapeseed,corn-soybean,0.75
dairy food,lactose,0.75
high-fibre,bran,0.75
premenopausal,menstruation,0.75
vagina,urogenital tract,0.75
antrum,jejunum,0.75
ampicillin,rifampicin,0.75
antibiotic-treated,antibiotic (resistance),0.75
xenomicrobiota,gut-microbiome,0.75
high-fiber,healthy,0.75
milk,breastfeeding,0.75
mouse-associated,mousebiological,0.75
levofloxacin,gentamicin,0.75
human-gut,microbiota-bile,0.75
ceftriaxone,levofloxacin,0.75
spleen,lymph,0.75
germfree,sterile,0.75
rifampicin,clindamycin,0.75
gorillas,cebus,0.75
lizard,insectivore,0.75
gastroenteritis,pouchitis,0.75
strep,strepto,0.75
tuberculosis,osteoporosis,0.75
gastroenteritis,peritonitis,0.75
sarcopenia,anorexia nervosa,0.75
dendrite,neuronal,0.75
duodenum,pancreas,0.75
animal,sheep,0.75
temperature,thermal,0.75
gut-derived,microbiota-induced,0.75
rat,mink,0.75
diphtheria,leishmaniasis,0.75
waste,garbage,0.746031746031746
embryo,pregnancy,0.746031746031746
immunologically,immunodeficiency,0.746031746031746
chow-fed,alcohol-fed,0.746031746031746
calorie-restricted,diet,0.746031746031746
evergreen,woodland,0.7454545454545455
heligmosomoides,toxoplasma,0.7454545454545455
vegetarian,herbivore,0.7454545454545455
carnivore,mammal,0.7454545454545455
atherosclerosis,emphysema,0.7454545454545455
hormones,adrenal,0.7454545454545455
calf,goat,0.7454545454545455
autoimmunity,disease,0.7454545454545455
arctic,boreas,0.7454545454545455
human-gut,microbiome-wide,0.7454545454545455
microbiota-mediated,miicrobiota,0.7454545454545455
liver,stomach,0.7454545454545455
microbiome-based,microbiota-liver,0.7454545454545455
maize,cereal,0.7454545454545455
psoriasis,skin,0.7454545454545455
herbivore,goat,0.7454545454545455
prenatal,perinatally,0.7454545454545455
duodenum,chyme,0.7454545454545455
germfree,microbiota-host,0.7446808510638298
insulin,glucose,0.7446808510638298
panda,leopard,0.7446808510638298
rectum,colorectal,0.7446808510638298
gerbil,squirrels,0.7446808510638298
carnivore,meat,0.7446808510638298
malnutrition,disease,0.7446808510638298
dairy food,cheese,0.7446808510638298
seagrass,benthic zone,0.7446808510638298
adenocarcinoma,melanoma,0.7446808510638298
airways,asthma,0.7446808510638298
diet-dependent,nutrition,0.7446808510638298
vancomycin,metronidazole,0.7446808510638298
liver,gallstone,0.7446808510638298
aquatic,marine sediment,0.7446808510638298
pouchitis,enterocolitis,0.7446808510638298
ferret,retriever,0.7446808510638298
seed,grain,0.7446808510638298
ceftriaxone,cipro,0.7446808510638298
sows,goat,0.7446808510638298
anatomy,aorta,0.7446808510638298
silver,gold,0.7446808510638298
cholestasis,cirrhosis,0.7446808510638298
orchard,woodland,0.7446808510638298
pain,suffering,0.7446808510638298
semi-desert,savanna,0.7446808510638298
lemur,hamster,0.7446808510638298
levofloxacin,rifaximin,0.7446808510638298
microbiota-host,microbiome-based,0.7446808510638298
mouse,rabbit,0.7446808510638298
flaxseed,rapeseed,0.7446808510638298
bird,pigeon,0.7446808510638298
microbiome-dependent,gut-microbiota,0.7446808510638298
madagascar,zambia,0.7446808510638298
soil,vegetation,0.7446808510638298
drink,eat,0.7446808510638298
antrum,duodenum,0.7435897435897436
starling,songbird,0.7435897435897436
infection,sepsis,0.7435897435897436
nervous,nervosa,0.7435897435897436
villi,epithelium,0.7435897435897436
sea,coast,0.7435897435897436
antibiotic (resistance),antibiotic-mediated,0.7435897435897436
artery,carotid,0.7435897435897436
endothelial,epidermis,0.7435897435897436
airport,travel,0.7435897435897436
eagle,cheetah,0.7435897435897436
unhealthy,high-sugar,0.7435897435897436
avocet,waterfowl,0.7435897435897436
spondylitis,cystitis,0.7435897435897436
forest,pond,0.7435897435897436
adulthood,adolescents,0.7435897435897436
transplantation,allograft,0.7435897435897436
antibiotic-mediated,streptomycin,0.7435897435897436
dissection,biopsy,0.7435897435897436
medicine,medications,0.7435897435897436
monkey,capuchins,0.7435897435897436
morris,jackson,0.7435897435897436
krill,tuna,0.7435897435897436
toxoplasma,giardia,0.7435897435897436
deep sea,marine sediment,0.7435897435897436
rectum,jejunum,0.7435897435897436
mouth,pharynx,0.7435897435897436
gastritis,diarrhoea,0.7435897435897436
bonobo,cebus,0.7435897435897436
microbiome-based,probiotic,0.7435897435897436
rectum,foregut,0.7419354838709677
antibiotic,doxycycline,0.7419354838709677
cecum,ceacum,0.7419354838709677
anastomosis,resection,0.7419354838709677
harmful,lethal,0.7419354838709677
autism,epilepsy,0.7419354838709677
inflammation,arthritis,0.7419354838709677
ferret,terrier,0.7419354838709677
cystic fibrosis,lung,0.7407407407407407
whole-grain,bran,0.7407407407407407
microbiota-mediated,gut-microbiome,0.7407407407407407
microtus,myodes,0.7407407407407407
leaf,palm,0.7407407407407407
woodrat,hamster,0.7407407407407407
high fat diet,overfeeding,0.7407407407407407
beta-lactam antibiotic,cephalosporin-resistant,0.7407407407407407
high fat diet,obesity-associated,0.7407407407407407
cervix uteri,cervico,0.7407407407407407
fiber,bran,0.7407407407407407
animal,fox,0.7407407407407407
high-fibre,fiber-derived,0.7407407407407407
stearoyl,oleate,0.7407407407407407
mycobiota,gut-microbiota,0.7407407407407407
levofloxacin,amoxicillin,0.7407407407407407
mucosa,gastro-intestine,0.7407407407407407
reproduction,lactation,0.7407407407407407
ulcer,reflux,0.7407407407407407
bat,cat,0.7407407407407407
cheetahs,eagle,0.7407407407407407
herb,shrub,0.7391304347826086
disease,cystitis,0.7391304347826086
uterus,ova,0.7391304347826086
guinea pig,piglets,0.7391304347826086
sucrose,sugar,0.7391304347826086
liver,lung,0.7391304347826086
cipro,amoxicillin,0.7391304347826086
obesity-associated,obesity,0.7391304347826086
pathobiont,pathobionts,0.7391304347826086
spondylitis,ankylosing,0.7391304347826086
artery,cardiac,0.7391304347826086
primate,animal,0.7391304347826086
depression,suffering,0.7391304347826086
autoimmunity,allergy,0.7391304347826086
vagina,female,0.7391304347826086
sea,aquatic,0.7391304347826086
depressive,depression,0.7391304347826086
prawn,tilapia,0.7391304347826086
passerine,songbird,0.7391304347826086
mycobiota,micriobiome,0.7391304347826086
neoplasia,malignancy,0.7391304347826086
algae,coral reef,0.7391304347826086
immunopathology,cytotoxicity,0.7391304347826086
uterus,reproduction,0.7391304347826086
microbiome-wide,gut-microbiome,0.7391304347826086
bifidogenic,gut-microbiome,0.7391304347826086
gutmicrobiota,microbiota-bile,0.7391304347826086
microbiome-derived,gut-microbiome,0.7391304347826086
immunologic,immunity,0.7391304347826086
gout,diabetes mellitus,0.7391304347826086
immunogenicity,immunotherapy,0.7391304347826086
mammal,cheetah,0.7391304347826086
urinary system,uropathogenicity,0.7391304347826086
psoriasis,anorexia nervosa,0.7391304347826086
raspberry,grape,0.7391304347826086
jackal,bear,0.7391304347826086
heligmosomoides,giardia,0.7391304347826086
gallus,parrot,0.7391304347826086
dermatitis,epidermis,0.7391304347826086
mother-infant,pregnancy,0.7391304347826086
ferret,horse,0.7391304347826086
fructose,inulin,0.7391304347826086
human-skin,humanized,0.7391304347826086
wolf,dog,0.7377049180327869
urinary system,cardiovascular system,0.7377049180327869
lemur,cebus,0.7377049180327869
dairy food,yogurt,0.7377049180327869
diabetes mellitus,fibrosis,0.7377049180327869
anatomy,ovary,0.7377049180327869
duodenum,small-intestine,0.7377049180327869
gut-derived,microbiota-based,0.7377049180327869
abortion,pregnancy,0.7377049180327869
wood,tree,0.7377049180327869
hypertension,myocardial,0.7368421052631579
leopard,terrier,0.7368421052631579
phylosymbiosis,commensalism,0.7368421052631579
pups,brood,0.7368421052631579
virulence-associated,virulence,0.7368421052631579
anxiety,allergy,0.7368421052631579
eagle,finch,0.7368421052631579
melbourne,lanzhou,0.7368421052631579
rat,mammal,0.7368421052631579
rat,termite,0.7368421052631579
cloaca,anus,0.7368421052631579
inflammation,leukemia,0.7368421052631579
